"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"1067834914421317634","","","2018-11-28 17:37:37 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @hackNY: @WilliamBarrHeld @kevjcl @dinhkellie LEFT CART WILL PROSPER","1067826343046512640","120550147","2018-11-28 17:03:34 +0000",""
"1067813295665684485","1067806657391017991","866499259943792640","2018-11-28 16:11:43 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@cyb3rbuIly samesies","","","",""
"1067664435043545088","1067632420973772800","4645866625","2018-11-28 06:20:12 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@kobexamoh @nikhilrsethi If you decide to make one I'll sign up!!","","","",""
"1067663909316947968","","","2018-11-28 06:18:06 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","First time having lamb halal from left cart outside Pally @kevjcl https://t.co/TIucEF7rVO","","","","https://twitter.com/nicole_cliffe/status/1067538892323094528"
"1067663283774242816","1067630500800475136","4645866625","2018-11-28 06:15:37 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@kobexamoh @songofstephen all of these r GOOD recs and I would like to add your best american girl and i don't smoke and washing machine heart // blue light","","","",""
"1067584113849319425","1067578916737638400","990771135825481728","2018-11-28 01:01:02 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@septadad I'm??????","","","",""
"1067269923502735361","1067268535838261248","2930275347","2018-11-27 04:12:33 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@buzzkillary how could we forget the greatest work of investigative journalism the world has ever seen","","","",""
"1067265974787891200","1067262490831134721","730822664206458880","2018-11-27 03:56:51 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@keigholic omfg","","","",""
"1067265805870661632","1067264674750619648","94642268","2018-11-27 03:56:11 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@tooeffayy @nguyensomniac @nikhilrsethi @songofstephen i'm scared","","","",""
"1067265322154172416","1067262410413744128","730822664206458880","2018-11-27 03:54:16 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@keigholic yeah true i'm gonna mute it soon","","","",""
"1067246110081716224","1067245735140151296","2866231818","2018-11-27 02:37:55 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@nguyensomniac @songofstephen lol i wish, subtle asian dating","","","",""
"1067246050329747457","1067245906502844416","120550147","2018-11-27 02:37:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@hackNY just in time!","","","",""
"1067245671495999489","","","2018-11-27 02:36:11 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cracking open a cold one and scrolling thru SAD 🤠","","","",""
"1067244273408638976","1067243775494254592","2882172663","2018-11-27 02:30:37 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@songofstephen 😢😢 we need a numtinder/SAD crossover group","","","",""
"1067244031686713344","","","2018-11-27 02:29:40 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","subtle asian dating is really blowing tf up, last time i checked 5 hours ago the group was at 17,000 members, now it's at 30,000 ‼️🤯","","","",""
"1067110284928712705","1066780854050000899","1152657626","2018-11-26 17:38:12 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@yarnessa me last break","","","",""
"1066889153365909504","1066851912597807105","3612831135","2018-11-26 02:59:30 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@guerilllagirl 💚🐸💚","","","",""
"1066861475350884353","","","2018-11-26 01:09:31 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","aksdflk the nytimes really on a new wave of content
https://t.co/4vQTVkXnr9","","","","https://www.youtube.com/watch?v=5gveNm9rVn4"
"1066781128789581824","1066777432378798081","1067113194","2018-11-25 19:50:15 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@get_sw1fty What was it","","","",""
"1066655829598842880","","","2018-11-25 11:32:21 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @shivering_gold: me: undergoes any minor embarassment

me, immediately locking myself in a room: 

⚪️─────────────
 0:01…","1066567994808127488","2421622553","2018-11-25 05:43:20 +0000",""
"1066452967929331713","","","2018-11-24 22:06:15 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @kobexamoh: hi @dinhkellie, thx for being patient -- hope u dig xx♌https://t.co/67tQwIUHT8","1066444989750665216","4645866625","2018-11-24 21:34:33 +0000","https://open.spotify.com/user/1286234476/playlist/2yXwSXh7H3UzyEhbymWT73?si=3ICH0abwSBCDOCNK2Eg5KQ,https://open.spotify.com/user/1286234476/playlist/2yXwSXh7H3UzyEhbymWT73?si=3ICH0abwSBCDOCNK2Eg5KQ"
"1066132150926352385","1066097925560958981","338042854","2018-11-24 00:51:27 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@stripedteesonly oh yeah that's definitely something i would do at 1 am on a week night","","","",""
"1066125141594316802","1066110315983601665","4645866625","2018-11-24 00:23:36 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@kobexamoh omg i'm so excited","","","",""
"1066075596936097797","1066055997930770433","338042854","2018-11-23 21:06:43 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@stripedteesonly ohm ygod that consumed a good month of my life junior year of hs","","","",""
"1065839337462525952","","","2018-11-23 05:27:55 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @rchlltrmn: by age 30 you should have:

-two types of rice in your pantry
-a daily spf 50
-heated blanket
-a TON of anxiety
-figured out…","1065462431722414080","89667757","2018-11-22 04:30:13 +0000",""
"1065799090976555008","1065796782586769408","4700086627","2018-11-23 02:47:59 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@ex_homestuck alskdjf;alskdjfa;","","","",""
"1065479844379721728","1064983686549028866","432963885","2018-11-22 05:39:25 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@br00kejensen sjskkfkfkfkf the hotel california rly got me","","","",""
"1065479282749779968","1065417123328081920","1067113194","2018-11-22 05:37:11 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@get_sw1fty relationship goals","","","",""
"1065278130942816257","","","2018-11-21 16:17:52 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @hackNY: Want to know what it takes to become a hackNY fellow? Our alumni will be answering all your questions on a Facebook livestream…","1065275487981895680","120550147","2018-11-21 16:07:22 +0000","https://twitter.com/hackNY/status/1065275487981895680/photo/1"
"1064918796543102976","1064778171654930433","2866231818","2018-11-20 16:30:00 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@nguyensomniac @songofstephen @ramifications_ @Chartbeat thank you!!","","","",""
"1064772110759931905","","","2018-11-20 06:47:08 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @jarvmiller: People who can get right back to work after lunch scare me","1064643801682083843","812816965144289281","2018-11-19 22:17:17 +0000",""
"1064769869705547781","1064765474603499522","2882172663","2018-11-20 06:38:14 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@songofstephen @ramifications_ I'm sure they exist 😩 my reference point is mostly ur circle lol and design twitter","","","",""
"1064764745666957312","1064757960604303360","3298915981","2018-11-20 06:17:52 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@ramifications_ good question! i guess i enjoy the creation process and being able to build ""something"" from ""nothing"" + helping solve big problems that have a large impact is fulfilling. i like the industry because it's closest to where innovation happens and feeling a part of that change","","","",""
"1064752818895167493","1064708894595796992","4645866625","2018-11-20 05:30:28 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@kobexamoh I could never....I rarely take selfies and don't like my photo taken that much 🙈","","","",""
"1064752299921281024","1064722469167206403","3298915981","2018-11-20 05:28:25 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@ramifications_ Still a student here, but the designers I've met are generally nicer, more thoughtful, and less bro-y and more artsy than the engineers I've met and I'd rather surround myself with that. Both work seems fun though.","","","",""
"1064631836305997830","","","2018-11-19 21:29:44 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @EmilySaunders14: Imagine being this powerful @Jbrekkie https://t.co/wAglxL04SU","1064616796764938240","867065083","2018-11-19 20:29:58 +0000","https://twitter.com/EmilySaunders14/status/1064616796764938240/photo/1,https://twitter.com/EmilySaunders14/status/1064616796764938240/photo/1,https://twitter.com/EmilySaunders14/status/1064616796764938240/photo/1,https://twitter.com/EmilySaunders14/status/1064616796764938240/photo/1,https://twitter.com/EmilySaunders14/status/1064616796764938240/photo/1,https://twitter.com/EmilySaunders14/status/1064616796764938240/photo/1"
"1064630725243256832","","","2018-11-19 21:25:19 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dear god this one rly fucked me up. https://t.co/PBZpYdCsFU","","","","https://twitter.com/stephemcneal/status/1064566495156539400"
"1064627525148704774","","","2018-11-19 21:12:36 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @rgay: Thank u, Next slaps. Feeling it.","1064362824971935751","6974622","2018-11-19 03:40:47 +0000",""
"1064617731528540160","","","2018-11-19 20:33:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","this and ups and downs by kyle // the dualilty of leo sun cancer moon! https://t.co/VkffAE02nc","","","","https://twitter.com/ifnotwinters/status/1064307129593430016"
"1064533298062532611","1064400318648086528","4645866625","2018-11-19 14:58:10 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@kobexamoh that's my guilty pleasure activity","","","",""
"1064363384982986753","1064355285601443845","161794340","2018-11-19 03:43:00 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@jackiehluo I've always had my eye on the Madewell totes! Might be a graduation gift to myself lol","","","",""
"1064334137555894273","","","2018-11-19 01:46:47 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @NOTVIKING: misery business by paramore","1064330635731333120","1147039789","2018-11-19 01:32:52 +0000",""
"1064333743031271424","1064327791091441666","4645866625","2018-11-19 01:45:13 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@kobexamoh lmk when you find one :~)","","","",""
"1064035379769049088","1064034922137034752","4645866625","2018-11-18 05:59:38 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@kobexamoh good and bad.....cancer moon is shaking","","","",""
"1064034386755018752","1064002030241488896","229683404","2018-11-18 05:55:41 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@lexie love you too 💓","","","",""
"1063900453166026752","1063899771008630785","1047173796640305152","2018-11-17 21:03:29 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@puzzledsean I'm looking at my breakdown rn!! My top folders at 18 gb in Photos, 18 gb caches, a bunch of Android and Unity installation stuff...","","","",""
"1063899795650199552","1063880446088482816","866499259943792640","2018-11-17 21:00:52 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@cyb3rbuIly advertising has gone way too far with this one","","","",""
"1063899714280660993","1063832820936790019","3612831135","2018-11-17 21:00:32 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@guerilllagirl hahaha i feel this too","","","",""
"1063606395701026816","1063583877099397120","740661883741425665","2018-11-17 01:35:00 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@kristalball22 I forgot that's an option!!","","","",""
"1063606224242032640","1063567325801209858","1152657626","2018-11-17 01:34:19 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@yarnessa omg i really want that clean slime tho  it looks so satisfying to use","","","",""
"1063567168250494977","","","2018-11-16 22:59:07 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","any good alternatives to clean my mac? trying to free up space on my computer without paying &gt; $20","","","",""
"1063469521544056832","1063305960523993088","1024861015","2018-11-16 16:31:06 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@__jjulia sjsjfkfkkgkdjd","","","",""
"1063469200168140800","1063442407134498818","1067113194","2018-11-16 16:29:50 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@get_sw1fty of tech ppl?","","","",""
"1063243610395721728","","","2018-11-16 01:33:25 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","i say all of these omg https://t.co/ZW36WzlQ5Y","","","","https://twitter.com/tommysobiesski/status/1062921336895520768"
"1063223601518776320","","","2018-11-16 00:13:54 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @artroan_: Office update. https://t.co/PDnYd5dxbK","1062430758973800448","3193351860","2018-11-13 19:43:26 +0000","https://twitter.com/artroan_/status/1062430758973800448/photo/1,https://twitter.com/artroan_/status/1062430758973800448/photo/1,https://twitter.com/artroan_/status/1062430758973800448/photo/1,https://twitter.com/artroan_/status/1062430758973800448/photo/1"
"1063213710574043137","1063184077749137408","3612831135","2018-11-15 23:34:36 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@guerilllagirl @br00kejensen 😱😱😩😭😭❤️❤️💕👀‼️","","","",""
"1063213471255408641","","","2018-11-15 23:33:39 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @guerilllagirl: who.... is .... she ? https://t.co/tD7igFZPIN","1063184077749137408","3612831135","2018-11-15 21:36:51 +0000","https://twitter.com/guerilllagirl/status/1063184077749137408/photo/1,https://twitter.com/guerilllagirl/status/1063184077749137408/photo/1,https://twitter.com/guerilllagirl/status/1063184077749137408/photo/1,https://twitter.com/guerilllagirl/status/1063184077749137408/photo/1"
"1063213355584892928","","","2018-11-15 23:33:12 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @br00kejensen: nooooboooodddyyyyy nooooboooodddyyy nooooo https://t.co/6yA6PAZhMe","1063204709828386816","432963885","2018-11-15 22:58:50 +0000","https://twitter.com/dinhkellie/status/1063108852894392320,https://twitter.com/dinhkellie/status/1063108852894392320"
"1063194314241687553","1063167903925702658","4645866625","2018-11-15 22:17:32 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@kobexamoh @nikhilrsethi facts!!!!!!!","","","",""
"1063138383952822272","1063097541544239104","2573104074","2018-11-15 18:35:17 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@kevjcl had to unfollow/mute","","","",""
"1063138350603952128","1063097541544239104","2573104074","2018-11-15 18:35:09 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@kevjcl yup","","","",""
"1063137315873308672","1063118946520498181","1152657626","2018-11-15 18:31:02 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@yarnessa ""swat thot"" 💀💀","","","",""
"1063117615579717632","1063110064536461312","1152657626","2018-11-15 17:12:45 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@yarnessa lmao no i had to eat in swat dining hall alone 😪","","","",""
"1063108852894392320","","","2018-11-15 16:37:56 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nobody nobody nobody nobody nobody ooh nobody nobody nobody nobody NOBODY","","","",""
"1062921396949520390","1062911248134799360","2536561231","2018-11-15 04:13:03 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@abbygov Omg glad to be going thru it at the same time :'D ❤️❤️❤️","","","",""
"1062885284872970243","1062878780732137474","996795774","2018-11-15 01:49:34 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@caranvr is it snowing in London","","","",""
"1062830550543667202","","","2018-11-14 22:12:04 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Uncommon happy hour cured my depression","","","",""
"1062809963985334272","1062480029752455171","581659008","2018-11-14 20:50:16 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@kbnoswag ""Imagine “turning up” in Little Rock and what that entails. What a depressing thought.""","","","",""
"1062801586714484736","","","2018-11-14 20:16:58 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","akdsljfldsaj i wish i had seen this earlier in the semester re: thesis https://t.co/LMYrhh9SQk","","","","https://twitter.com/LDipetrillo/status/1062563132919500801"
"1062779220676567047","","","2018-11-14 18:48:06 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Barely broke out the sad lamp and it's already supposed to snow tomorrow???? 😤","","","",""
"1062449537736937474","1062449452194107392","2301762621","2018-11-13 20:58:03 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@bruhaf @caranvr 🤪🤙","","","",""
"1062445483145203714","","","2018-11-13 20:41:57 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BOUGHT ARIANA TIX IN MARCH WITH MY FIRE SIGN BB @caranvr 😍🔥🔥","","","",""
"1062430822035275776","","","2018-11-13 19:43:41 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","“I Interned At BuzzFeed And You Should Too” by ⁦@brandonjchoi⁩  https://t.co/LXRYCepY2C","","","","https://tech.buzzfeed.com/i-interned-at-buzzfeed-and-you-should-too-3057455712f3?source=twitterShare-5e0f08f7ff56-1542137770"
"1062073257870925824","","","2018-11-12 20:02:51 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @songofstephen: made these fun lil emojis with @phlntn's emoji builder! https://t.co/yuoBq5zkbg https://t.co/VjYCF65jMh","1061813999405215744","2882172663","2018-11-12 02:52:39 +0000","http://phlntn.com/emojibuilder/,https://twitter.com/songofstephen/status/1061813999405215744/photo/1,https://twitter.com/songofstephen/status/1061813999405215744/photo/1,https://twitter.com/songofstephen/status/1061813999405215744/photo/1,https://twitter.com/songofstephen/status/1061813999405215744/photo/1,http://phlntn.com/emojibuilder/,https://twitter.com/songofstephen/status/1061813999405215744/photo/1,https://twitter.com/songofstephen/status/1061813999405215744/photo/1,https://twitter.com/songofstephen/status/1061813999405215744/photo/1,https://twitter.com/songofstephen/status/1061813999405215744/photo/1"
"1062030394172866560","","","2018-11-12 17:12:32 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","THIS!!!! 😩 Took me so long to embrace being Asian and adjusting my definition of beauty and many other aspects like intelligence, success, life goals... https://t.co/NhrqOdspbc","","","","https://twitter.com/_dianakris/status/1061792273267023874"
"1061833086424543233","1061832274881040385","4645866625","2018-11-12 04:08:30 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@kobexamoh ajsjdkfjfk need that cancer moon to stay grounded 😅 or else my ego would be through the roof rn","","","",""
"1061830914890698753","1061829174342705152","802646542779813889","2018-11-12 03:59:52 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@poetastrologers thank god herself","","","",""
"1061830701891440646","","","2018-11-12 03:59:01 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","👀 *pursed lips face* https://t.co/oF8YvIIZtc","","","","https://twitter.com/poetastrologers/status/1061829174342705152"
"1061787894359212032","1061785148239138818","2882172663","2018-11-12 01:08:55 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@songofstephen @cybergoth404 ❤️❤️❤️ i feel so SEEN!!","","","",""
"1061783352691343361","","","2018-11-12 00:50:52 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @cybergoth404: @dinhkellie diaspora frank lloyd wright energy. earl grey ladurée macarons, twilight","1061761849094496256","182164798","2018-11-11 23:25:26 +0000",""
"1061201232293965829","","","2018-11-10 10:17:44 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","this has been me all week https://t.co/sOl2mTt5hw","","","","https://twitter.com/justinbieber/status/1060573628675219456"
"1061200666557853696","","","2018-11-10 10:15:29 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @saqajaaniimo: i literally haven’t slept a wink since someone said hey soul sister is a song abt wanting to be with a black woman","1060579856843448320","758905884613353472","2018-11-08 17:08:37 +0000",""
"1060745958584139776","1060738639372664832","866499259943792640","2018-11-09 04:08:38 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@cyb3rbuIly omgg","","","",""
"1060745917538672641","1060738523341430784","866499259943792640","2018-11-09 04:08:29 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@cyb3rbuIly LINK","","","",""
"1060729926423330816","","","2018-11-09 03:04:56 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @ArianaGrande: remember when i was like hey i have no tears left to cry and the universe was like HAAAAAAAAA bitch u thought","1060361765140160513","34507480","2018-11-08 02:42:00 +0000",""
"1060727332707676161","1060725557850226688","601442872","2018-11-09 02:54:38 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@fapstergabster oh 😩😩 i'm gonna be wounded ... 😳😳😳","","","",""
"1060723751497748480","","","2018-11-09 02:40:24 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","the person blasting the spring awakening soundtrack in rock rn.... your MIND 😩😩😳😭😭🤗😍👏👏👀🧠🧠🤯","","","",""
"1060723483431370753","1060711977788604417","866499259943792640","2018-11-09 02:39:20 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@cyb3rbuIly ok i'm so glad i now can listen to ariana's and appreciate it more","","","",""
"1060722222057295872","1060292422029205505","3612831135","2018-11-09 02:34:19 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@guerilllagirl weird flex but ok","","","",""
"1060719634066890752","1060711977788604417","866499259943792640","2018-11-09 02:24:02 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@cyb3rbuIly i'm angery i didn't know there was an original version....","","","",""
"1060608821759041537","1060605475098632198","1152657626","2018-11-08 19:03:42 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@yarnessa those were the days...","","","",""
"1060409529354108928","1060338317005348864","4700086627","2018-11-08 05:51:47 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@ex_homestuck back on my feet..,","","","",""
"1060409197991546880","1060335878529269760","880929978","2018-11-08 05:50:28 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@nikhilrsethi tea is bonesless jäger","","","",""
"1060408426243731456","1060292422029205505","3612831135","2018-11-08 05:47:24 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@guerilllagirl omg","","","",""
"1060052949433495552","1060048742370299905","161794340","2018-11-07 06:14:52 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@jackiehluo 😞😞😞😷","","","",""
"1060052530061807616","1060043608206774272","36851436","2018-11-07 06:13:12 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@_dianakris @ArianaGrande 😍😍😍 is there anything u can't do omg https://t.co/iu5FDJx4a4","","","","https://twitter.com/dinhkellie/status/1060052530061807616/photo/1"
"1059690466810257408","","","2018-11-06 06:14:30 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @carolynz: adulthood progress

☑️ move to park slope
☑️ invest in not-ikea furniture
⬛️ read the power broker","1059517104737656832","607389197","2018-11-05 18:45:37 +0000",""
"1059614527434747904","1059612797674242049","4645866625","2018-11-06 01:12:44 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@kobexamoh me at u and nikhil's friendship and then subsequent friendships made through each other 😩💞💕😭❤️","","","",""
"1059608420750372864","1059605071036583936","880929978","2018-11-06 00:48:28 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@nikhilrsethi ugh SAME 😩💯💕‼️🤠","","","",""
"1059556858522951680","","","2018-11-05 21:23:35 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @enriquebrgn: Me to a linked list node after reading the value https://t.co/JFnlRyzizp","1059501004323016704","483937058","2018-11-05 17:41:38 +0000","https://twitter.com/ArianaGrande/status/1058888117808070656,https://twitter.com/ArianaGrande/status/1058888117808070656"
"1059524217450962946","1059523500094971904","3612831135","2018-11-05 19:13:53 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@guerilllagirl 👀‼️","","","",""
"1059522704154464261","","","2018-11-05 19:07:52 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @melaneydurphy: https://t.co/ehEFfULtwK","1059519042829107201","576790001","2018-11-05 18:53:19 +0000","https://twitter.com/melaneydurphy/status/1059519042829107201/photo/1,https://twitter.com/melaneydurphy/status/1059519042829107201/photo/1"
"1059518189997096960","","","2018-11-05 18:49:56 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @buzzfeedexp: Software Engineer Interns! 🖥 We're lookin' for you to experience BF Tech in NYC 🗽, LA ☀, MN ✌️, or London 🇬🇧!

https://t.c…","1059496779270578178","799332678881443840","2018-11-05 17:24:51 +0000","https://boards.greenhouse.io/buzzfeed/jobs/1288982?gh_jid=1288982"
"1059517251789963264","","","2018-11-05 18:46:12 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I had an amazing summer interning at BuzzFeed where I got to grow as an engineer, make meaningful contributions and connections, and have fun every day with tasty leftovers, music breaks/celeb sightings, and team &amp; ERG hangouts!! ✨ https://t.co/Um1uBXP4dK","","","","https://twitter.com/buzzfeedexp/status/1059496777106243584"
"1059513809436590081","","","2018-11-05 18:32:31 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","omg.... if i move to nyc...... i'll be able to reactivate my rent the runway unlimited subscription....food for thought","","","",""
